address_deltas,pc_deltas
-120,-140737340063140
-400896,183
112,-389505
401096,140737340452462
-184,-140737340268346
-400896,-478941
400960,6
-400896,34
112,294785
401112,140737340452462
-200,-140737340268346
64,-23334
64,73
-401024,108
128,82
64,-161045
401112,140737340452462
-144,-140737340111303
56,68
-400960,138
64,40
80,-341405
401112,140737340452462
-168,-140737340268343
64,157092
-400960,145
64,40
96,-397873
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-401088,105
64,36
64,48
64,60
96,-160
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-401088,105
64,36
64,48
64,60
96,56317
401096,140737340452462
-152,-140737340268343
-400912,-478934
400960,6
-400896,34
96,294775
401112,140737340452462
-168,-140737340268343
48,-23308
-400960,161
64,36
112,-161008
401176,140737340452462
-264,-140737340268346
64,77722
64,73
64,50
-401088,104
64,36
64,42
401352,140737340190319
-264,-140737340508982
64,-91
64,107
64,-62
-401024,159
64,60
128,56347
401112,140737340452462
-144,-140737340291687
56,68
-400960,147
64,40
80,-161030
401112,140737340452462
-168,-140737340268343
64,157092
-400960,145
64,40
96,-397873
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-401088,105
64,36
64,48
64,60
96,-160
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-401088,105
64,36
64,48
64,60
96,56317
401096,140737340452462
-152,-140737340268343
-400912,-478934
400960,6
-400896,34
96,294775
401112,140737340452462
-168,-140737340268343
48,-23308
-400960,161
64,36
401288,140737340291454
-264,-140737340268346
64,77722
64,73
64,50
-401088,104
64,36
64,42
128,-318620
401224,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-401088,123
64,36
64,60
128,56347
401112,140737340452462
-144,-140737340291687
56,68
-400960,147
401240,140737340291472
-152,-140737340268343
-400896,-478924
400960,6
-400816,294799
401112,140737340452462
-168,-140737340268343
64,157092
-400800,-397688
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-400960,189
64,60
96,56317
401112,140737340452462
-168,-140737340268343
48,157076
-400960,152
64,36
112,-397860
401224,140737340508939
-312,-140737340268346
64,-240727
64,91
64,-46
-401088,96
64,36
64,42
64,60
112,56332
401112,140737340452462
-200,-140737340268346
64,157050
64,73
-401024,99
64,36
64,46
64,-397897
401224,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-401088,123
64,36
64,60
128,56347
401112,140737340452462
-144,-140737340111303
56,68
-400960,138
64,40
80,-397882
401224,140737340508939
-280,-140737340268343
64,-240730
64,0
64,45
-401088,114
64,36
64,54
64,60
80,56302
401112,140737340452462
-168,-140737340268343
64,157092
-400960,145
64,40
96,-397873
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-401088,105
64,36
64,48
64,60
96,56317
401112,140737340452462
-168,-140737340268343
48,157076
-400960,152
64,36
112,-397860
401224,140737340508939
-312,-140737340268346
64,-240727
64,91
64,-46
-401088,96
64,36
64,42
64,60
112,56332
401112,140737340452462
-200,-140737340268346
64,157050
64,73
-401024,99
401304,140737340111124
-144,-140737340111303
56,68
-400816,-397704
401224,140737340508939
-280,-140737340268343
64,-240730
64,0
64,45
-401088,114
64,36
64,54
64,60
80,56302
401112,140737340452462
-168,-140737340268343
64,157092
-400960,145
64,40
96,-397873
401224,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-401024,141
64,48
64,60
96,56317
401112,140737340452462
-168,-140737340268343
48,157076
-400960,152
64,36
112,-397860
401224,140737340508939
-312,-140737340268346
64,-240727
64,91
64,-46
-401088,96
64,36
128,102
112,56332
401112,140737340452462
-200,-140737340268346
64,157050
64,73
-401024,99
64,36
64,46
64,-397897
401224,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-401088,123
64,36
64,60
401240,140737340508809
-144,-140737340111303
56,68
-400896,178
80,-397882
401224,140737340508939
-280,-140737340268343
64,-240730
64,0
64,45
-401088,114
64,36
64,54
64,60
80,56302
401112,140737340452462
-168,-140737340268343
64,157092
-400960,145
64,40
96,-341396
401112,140737340452462
-168,-140737340268343
48,157076
-400960,152
64,36
401288,140737340111079
-264,-140737340268346
72,-74843
144,280345
-401128,146
16,-256160
64,36
400960,5
-400896,37
401272,140737340318780
-184,-140737340343195
-400960,45251
64,-20887
400960,5
-400896,31
112,255804
401080,140737340062991
-168,-140737340268346
64,205213
-400960,149
64,36
401336,140737340062948
-296,-140737340268343
48,-247042
64,-60
64,60
440,140737340515385
-312,-140737340268346
64,-240727
64,91
64,-46
-16122616,55731
16123056,140737340453297
-312,-140737340268346
64,-240727
64,91
64,-46
440,140737340509028
-312,-140737340268346
64,-240727
64,91
64,-46
456,140737340509028
-328,-140737340268346
72,-247052
56,-47
64,47
64,-47
392,140737340515445
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
-1470840,448111
-14768824,140737340141154
14769408,-140737340141178
1077336,24
88,140737340141154
64,-140737340532699
393032,140737340452462
-136,-140737340747290
-392832,33
392896,6
-392832,34
64,294755
393032,140737340452462
-136,-140737340747290
-392832,33
392896,6
-392832,34
64,294755
393032,140737340452462
-136,-140737340747290
-392832,33
392896,6
-392832,34
64,294755
393096,140737340452462
-192,-140737340749884
64,51
56,102
392,140737340749731
-264,-140737340508982
64,-91
64,107
64,-62
-393280,-240492
64,40
128,240541
64,34
64,36
64,60
393240,140737340508809
-216,-140737340343195
168,280351
-393064,146
64,-256133
392896,5
-392832,31
393224,140737340318795
-200,-140737340268343
176,-29690
-393056,89
48,-20896
392896,5
-392832,31
64,20930
64,234883
393016,140737340062991
-120,-140737340063140
-392832,183
112,-389505
393032,140737340452462
-184,-140737340268346
-392832,-478941
392896,6
-392832,34
112,294785
393048,140737340452462
-200,-140737340268346
64,-23334
64,73
-392960,108
128,82
64,-161045
393048,140737340452462
-144,-140737340111303
56,68
-392896,138
64,40
80,-341405
393048,140737340452462
-168,-140737340268343
64,157092
-392896,145
64,40
96,-397873
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,-160
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,56317
393032,140737340452462
-152,-140737340268343
-392848,-478934
392896,6
-392832,34
96,294775
393048,140737340452462
-168,-140737340268343
48,-23308
-392896,161
64,36
112,-161008
393112,140737340452462
-264,-140737340268346
64,77722
64,73
64,50
-393024,104
64,36
64,42
128,-318620
393160,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-393024,123
64,36
64,60
128,56347
393048,140737340452462
-144,-140737340291687
56,68
-392896,147
64,40
80,-161030
393048,140737340452462
-168,-140737340268343
64,157092
-392896,145
64,40
96,-397873
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,-160
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,56317
393032,140737340452462
-152,-140737340268343
-392848,-478934
392896,6
-392832,34
393144,140737340747237
-168,-140737340268343
48,-23308
-392896,161
64,36
112,-161008
393112,140737340452462
-264,-140737340268346
64,77722
64,73
64,50
-393024,104
128,78
128,-318620
393160,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-393024,123
64,36
64,60
128,56347
393048,140737340452462
-144,-140737340291687
56,68
-392896,147
64,40
80,-161030
393032,140737340452462
-152,-140737340268343
-392832,-478924
392896,6
-392832,34
80,294765
393048,140737340452462
-168,-140737340268343
64,157092
-392896,145
160,-397833
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,56317
393048,140737340452462
-168,-140737340268343
48,157076
-392896,152
64,36
112,-397860
393160,140737340508939
-312,-140737340268346
64,-240727
64,91
64,-46
-393024,96
64,36
64,42
64,60
112,56332
393048,140737340452462
-200,-140737340268346
64,157050
64,73
-392960,99
64,36
64,46
64,-397897
393160,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-393024,123
64,36
64,60
128,56347
393048,140737340452462
-144,-140737340111303
56,68
-392896,138
64,40
80,-397882
393160,140737340508939
-280,-140737340268343
64,-240730
64,0
64,45
-393024,114
272,56452
393048,140737340452462
-168,-140737340268343
64,157092
-392896,145
64,40
96,-397873
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,56317
393048,140737340452462
-168,-140737340268343
48,157076
-392896,152
64,36
112,-397860
393160,140737340508939
-312,-140737340268346
64,-240727
64,91
64,-46
-393024,96
64,36
64,42
64,60
112,56332
393048,140737340452462
-200,-140737340268346
64,157050
64,73
-392960,99
64,36
64,46
64,-341420
393048,140737340452462
-144,-140737340111303
56,68
-392896,138
64,40
80,-397882
393160,140737340508939
-280,-140737340268343
64,-240730
64,0
64,45
-393024,114
128,90
64,60
80,56302
393048,140737340452462
-168,-140737340268343
64,157092
-392896,145
64,40
96,-397873
393160,140737340508939
-280,-140737340268343
48,-240730
64,0
64,45
-393024,105
64,36
64,48
64,60
96,56317
393048,140737340452462
-168,-140737340268343
48,157076
-392720,-397672
393160,140737340508939
-312,-140737340268346
64,-240727
64,91
64,-46
-392960,132
240,56434
393048,140737340452462
-200,-140737340268346
64,157050
64,73
-392832,181
64,-397897
393160,140737340508939
-264,-140737340508982
64,-91
64,107
64,-62
-393024,123
64,36
64,60
128,56347
393048,140737340452462
-144,-140737340111303
56,68
-392896,138
64,40
80,-397882
393160,140737340508939
-280,-140737340268343
64,-240730
64,0
64,45
-393024,114
64,36
64,54
64,60
80,56302
393048,140737340452462
-168,-140737340268343
64,157092
-392896,145
64,40
96,-341396
393032,140737340452462
-152,-140737340268343
-392848,-478934
392896,6
-392832,34
96,294775
393048,140737340452462
-168,-140737340268343
48,-23308
-392896,161
64,36
112,-161008
393048,140737340452462
-200,-140737340268346
64,-23334
64,73
-392960,108
64,36
64,46
64,-161045
393048,140737340452462
-144,-140737340291687
56,68
-392896,147
64,40
80,-161030
393048,140737340452462
-168,-140737340268343
64,-23292
-392896,154
64,40
96,-161021
393048,140737340452462
-168,-140737340268343
48,-23308
-392896,161
64,36
112,-161008
393048,140737340452462
-200,-140737340268346
64,-23334
64,73
-392960,108
64,36
64,46
64,-161045
393032,140737340452462
-136,-140737340747290
-392832,33
392896,6
-392832,34
64,294755
393032,140737340452462
-136,-140737340747290
-392832,33
392896,6
280,140737340747251
-144,-140737340291687
56,68
296,140737340291619
-168,-140737340268343
64,-23292
-392832,194
96,-161021
393032,140737340452462
-152,-140737340268343
-392848,-478934
392896,6
-392832,34
96,294775
393048,140737340452462
-168,-140737340268343
48,-23308
-392896,161
64,36
112,-161008
393048,140737340452462
-200,-140737340268346
64,-23334
64,73
-392896,144
64,46
393176,140737340291417
-216,-140737340343195
168,280351
-393064,146
64,-256133
392896,5
-392832,31
393224,140737340318795
-200,-140737340268343
176,-29690
-393056,89
48,-20896
392896,5
-392832,31
128,255813
393016,140737340062991
-120,-140737340063140
-392832,183
393288,140737340062957
-328,-140737340268346
72,-247052
56,-47
64,47
64,-47
392,140737340515445
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
408,140737340509028
-256,-140737340515398
40,0
64,-47
64,47
408,140737340515398
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
280,140737340509028
-152,-140737340268343
64,-478918
280,140737340747261
-152,-140737340268343
64,-478918
344,140737340747261
-216,-140737340268343
88,-481490
40,86
408,140737340749747
-280,-140737340268343
64,-240730
64,0
64,45
360,140737340509028
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
264,140737340063073
-136,-140737340747290
64,39
280,140737340747251
-144,-140737340291687
56,68
296,140737340291619
-168,-140737340268343
64,157092
312,140737340111251
-168,-140737340268343
48,157076
440,140737340111267
-312,-140737340268346
64,-240727
64,91
64,-46
440,140737340509028
-312,-140737340268346
64,-240727
64,91
64,-46
312,140737340509028
-184,-140737340268346
64,-478935
328,140737340747281
-200,-140737340268346
64,-23334
64,73
344,140737340291607
-208,-140737340190631
56,68
64,48
408,140737340190515
-280,-140737340268343
64,-240730
64,0
64,45
296,140737340509028
-168,-140737340268343
64,-23292
312,140737340291635
-168,-140737340268343
48,157076
440,140737340111267
-312,-140737340268346
64,-240727
64,91
64,-46
440,140737340509028
-312,-140737340268346
64,-240727
64,91
64,-46
312,140737340509028
-184,-140737340268346
64,-478935
328,140737340747281
-200,-140737340268346
64,-23334
64,73
280,140737340291607
-144,-140737340111303
56,68
408,140737340111235
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
280,140737340509028
-152,-140737340268343
64,-478918
296,140737340747261
-168,-140737340268343
64,-23292
424,140737340291635
-280,-140737340268343
48,-240730
64,0
64,45
312,140737340503616
-168,-140737340262931
48,-23308
440,140737340291651
-312,-140737340268346
64,-240727
64,91
64,-46
328,140737340509028
-200,-140737340268346
64,-23334
64,73
392,140737340291607
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
280,140737340509028
-144,-140737340111303
56,68
360,140737340111235
-232,-140737340268343
184,205499
-120,-255991
408,140737340318835
-200,-140737340268343
48,-74824
64,24359
264,140737340318808
-136,-140737340268343
64,205270
408,140737340063073
-256,-140737340515398
40,0
64,-47
64,47
408,140737340515398
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
424,140737340509028
-296,-140737340268343
64,-247102
64,0
64,0
424,140737340515445
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
296,140737340747271
-152,-140737340268343
48,-478928
360,140737340747271
-216,-140737340268343
48,-481498
64,78
424,140737340749763
-280,-140737340268343
48,-240730
64,0
64,45
376,140737340509028
-232,-140737340268343
48,-74824
64,24359
360,140737340318808
-232,-140737340268346
72,-74843
56,24372
280,140737340318817
-136,-140737340268343
48,205214
280,140737340063129
-152,-140737340268343
64,-478918
296,140737340747261
-168,-140737340268343
64,-23292
312,140737340291635
-168,-140737340268343
48,157076
328,140737340111267
-200,-140737340268346
64,157050
64,73
392,140737340111223
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
264,140737340509028
-136,-140737340747290
64,39
280,140737340747251
-144,-140737340111303
56,68
360,140737340111235
-232,-140737340268343
64,77764
64,52
424,140737340190527
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
312,140737340747271
-168,-140737340268343
48,-23308
440,140737340291651
-312,-140737340268346
64,-240727
64,91
64,-46
328,140737340509028
-200,-140737340268346
64,-23334
64,73
392,140737340291607
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
264,140737340509028
-136,-140737340747290
64,39
280,140737340747251
-144,-140737340291687
56,68
408,140737340291619
-280,-140737340268343
64,-240730
64,0
64,45
296,140737340509028
-168,-140737340268343
64,-23292
424,140737340291635
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
312,140737340747271
-168,-140737340268343
48,-23308
440,140737340291651
-312,-140737340268346
64,-240727
64,91
64,-46
328,140737340509028
-200,-140737340268346
64,-23334
64,73
392,140737340291607
-264,-140737340508982
64,-91
64,107
64,-62
344,140737340509028
-208,-140737340190631
56,68
64,48
408,140737340190515
-280,-140737340268343
64,-240730
64,0
64,45
360,140737340509028
-232,-140737340268343
64,77764
64,52
424,140737340190527
-280,-140737340268343
48,-240730
64,0
64,45
376,140737340509028
-232,-140737340268343
48,77748
64,52
440,140737340190543
-312,-140737340268346
64,-240727
64,91
64,-46
392,140737340509028
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
440,140737340063133
-296,-140737340268343
48,-247042
64,-60
64,60
440,140737340515385
-312,-140737340268346
64,-240727
64,91
64,-46
440,140737340509028
-312,-140737340268346
64,-240727
64,91
64,-46
456,140737340509028
-328,-140737340268346
72,-247052
56,-47
64,47
64,-47
392,140737340515445
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
264,140737340509028
-136,-140737340747290
64,39
264,140737340747251
-136,-140737340747290
64,39
328,140737340747251
-192,-140737340749884
64,51
56,102
392,140737340749731
-264,-140737340508982
64,-91
64,107
64,-62
344,140737340509028
-216,-140737340343195
168,280351
-104,-255982
392,140737340318826
-200,-140737340268343
176,-29690
-112,-20802
312,140737340318835
-120,-140737340063140
312,140737340063140
-184,-140737340268346
64,-478935
328,140737340747281
-200,-140737340268346
64,-23334
64,73
280,140737340291607
-144,-140737340111303
56,68
296,140737340111235
-168,-140737340268343
64,157092
424,140737340111251
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
312,140737340747271
-168,-140737340268343
48,-23308
392,140737340291651
-264,-140737340268346
64,77722
64,73
64,50
392,140737340190501
-264,-140737340508982
64,-91
64,107
64,-62
280,140737340509028
-144,-140737340291687
56,68
280,140737340291619
-152,-140737340268343
64,-478918
296,140737340747261
-168,-140737340268343
64,-23292
376,140737340291635
-232,-140737340268343
48,77748
64,52
440,140737340190543
-312,-140737340268346
64,-240727
64,91
64,-46
392,140737340509028
-264,-140737340268346
64,77722
64,73
64,50
392,140737340190501
-264,-140737340508982
64,-91
64,107
64,-62
280,140737340509028
-144,-140737340291687
56,68
280,140737340291619
-152,-140737340268343
64,-478918
296,140737340747261
-168,-140737340268343
64,-23292
312,140737340291635
-168,-140737340268343
48,-23308
328,140737340291651
-200,-140737340268346
64,-23334
64,73
264,140737340291607
-136,-140737340747290
64,39
280,140737340747251
-144,-140737340291687
56,68
296,140737340291619
-168,-140737340268343
64,-23292
312,140737340291635
-168,-140737340268343
48,-23308
392,140737340291651
-264,-140737340268346
72,-74843
144,280345
-88,-255973
376,140737340318817
-184,-140737340343195
64,24369
296,140737340318826
-168,-140737340268346
64,205213
440,140737340063133
-296,-140737340268343
48,-247042
64,-60
64,60
440,140737340515385
-312,-140737340268346
64,-240727
64,91
64,-46
440,140737340509028
-312,-140737340268346
64,-240727
64,91
64,-46
456,140737340509028
-328,-140737340268346
72,-247052
56,-47
64,47
64,-47
392,140737340515445
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
-17149184,-234361
15503232,682448
84712,24
-14750200,140737340141272
10989840,192
64,64
64,64
3759944,-140737340141592
-30112,0
-3726824,140737340144632
64,32
64,64
3778048,-140737340144752
464184,24
88,140737340141154
-22408,-140737340141154
88,140737340141154
-151864,-140737340141154
88,140737340141154
-16020015,-140737340137823
17270295,140737340057586
64,0
-5266216,136163
5266408,-136163
-152,-140737340268343
48,-476262
296,140737340744605
-152,-140737340268343
48,-478928
296,140737340747271
-152,-140737340268343
48,-478928
296,140737340747271
-152,-140737340268343
48,-478928
360,140737340747271
-216,-140737340268343
48,-481498
64,78
424,140737340749763
-280,-140737340268343
48,-240730
64,0
64,45
376,140737340509028
-232,-140737340268343
48,-74824
64,24359
360,140737340318808
-232,-140737340268346
72,-74843
56,24372
440,140737340318817
-296,-140737340268343
48,-247042
64,-60
64,60
296,140737340515385
-168,-140737340268346
64,205213
424,140737340063133
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
312,140737340747271
-168,-140737340268343
48,-23308
440,140737340291651
-312,-140737340268346
64,-240727
64,91
64,-46
328,140737340509028
-200,-140737340268346
64,157050
64,73
392,140737340111223
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
280,140737340509028
-144,-140737340111303
56,68
408,140737340111235
-280,-140737340268343
64,-240730
64,0
64,45
408,140737340509028
-280,-140737340268343
64,-240730
64,0
64,45
280,140737340509028
-152,-140737340268343
64,-478918
296,140737340747261
-168,-140737340268343
64,-23292
424,140737340291635
-280,-140737340268343
48,-240730
64,0
64,45
376,140737340509028
-232,-140737340268343
48,77748
64,52
440,140737340190543
-312,-140737340268346
64,-240727
64,91
64,-46
328,140737340509028
-200,-140737340268346
64,-23334
64,73
392,140737340291607
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
264,140737340509028
-136,-140737340747290
64,39
280,140737340747251
-144,-140737340291687
56,68
408,140737340291619
-280,-140737340268343
64,-240730
64,0
64,45
360,140737340509028
-232,-140737340268343
64,77764
64,52
424,140737340190527
-280,-140737340268343
48,-240730
64,0
64,45
376,140737340509028
-232,-140737340268343
48,77748
64,52
440,140737340190543
-312,-140737340268346
64,-240727
64,91
64,-46
328,140737340509028
-200,-140737340268346
64,-23334
64,73
392,140737340291607
-264,-140737340508982
64,-91
64,107
64,-62
264,140737340509028
-136,-140737340747290
64,39
280,140737340747251
-144,-140737340291687
56,68
408,140737340291619
-280,-140737340268343
64,-240730
64,0
64,45
296,140737340509028
-168,-140737340268343
64,-23292
424,140737340291635
-280,-140737340268343
48,-240730
64,0
64,45
312,140737340509028
-168,-140737340268343
48,-23308
440,140737340291651
-312,-140737340268346
64,-240727
64,91
64,-46
440,140737340509028
-312,-140737340268346
64,-240727
64,91
64,-46
312,140737340509028
-184,-140737340268346
64,-478935
328,140737340747281
-200,-140737340268346
64,-23334
64,73
392,140737340291607
-264,-140737340508982
64,-91
64,107
64,-62
280,140737340509028
-144,-140737340291687
56,68
408,140737340291619
-280,-140737340268343
64,-240730
64,0
64,45
296,140737340509028
-168,-140737340268343
64,-23292
424,140737340291635
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
424,140737340509028
-280,-140737340268343
48,-240730
64,0
64,45
376,140737340509028
-232,-140737340268343
48,-74824
64,24359
360,140737340318808
-232,-140737340268346
72,-74843
56,24372
440,140737340318817
-296,-140737340268343
48,-247042
64,-60
64,60
296,140737340515385
-168,-140737340268346
64,205213
424,140737340063133
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
296,140737340747271
-152,-140737340268343
48,-478928
360,140737340747271
-216,-140737340268343
48,-481498
64,78
424,140737340749763
-280,-140737340268343
48,-240730
64,0
64,45
-5407360,140737340520775
-896,-896
5408632,-10851
-232,-140737340268343
48,-74824
64,24359
360,140737340318808
-232,-140737340268346
72,-74843
56,24372
440,140737340318817
-296,-140737340268343
48,-247042
64,-60
64,60
296,140737340515385
-168,-140737340268346
64,205213
424,140737340063133
-280,-140737340268343
48,-240730
64,0
64,45
296,140737340509028
-152,-140737340268343
48,-478928
312,140737340747271
-168,-140737340268343
48,-23308
440,140737340291651
-312,-140737340268346
64,-240727
64,91
64,-46
-16211872,56572
16212200,140737340452456
-200,-140737340268346
64,157050
64,73
392,140737340111223
-264,-140737340508982
64,-91
64,107
64,-62
392,140737340509028
-264,-140737340508982
64,-91
64,107
64,-62
